location,year,gni_pc_usa,iso3,gni_pc_ppp,scenario,scenario_label,intervention_family,htn_target_scenario,deaths_baseline,deaths_intervention,deaths_averted,life_years_gained_undisc,life_years_gained_disc,avg_age_of_death_averted,who_region,population,age_ref_5y,adult_population,avg_adult_age,le_avg_adult,le_avg_adult_disc,total_national_gni,vsl_preferred,vsl_transfer_prefloor,vsl_floor,vsl_gni100,vsl_gni160,vsl_e1_0,vsl_e1_5,vsl_e1_2,vsl_preferred_gni_ratio,vsly_preferred,vsly_gni100,vsly_gni160,vsly_e1_0,vsly_e1_2,vsly_e1_5,economic_value_preferred,economic_value_gni100,economic_value_gni160,economic_value_e1_0,economic_value_e1_2,economic_value_e1_5,vsly_value_preferred,vsly_value_gni100,vsly_value_gni160,vsly_value_e1_0,vsly_value_e1_2,vsly_value_e1_5,disc_bca_primary,disc_bca_3pct,disc_bca_2xg,disc_r1,disc_r3,disc_r5,gni_pc_disc_r3,economic_value_preferred_disc,vsly_value_preferred_disc,economic_value_e1_2_disc_r3,vsly_value_e1_2_disc_r3,economic_value_e1_5_disc_r3,vsly_value_e1_5_disc_r3,bca_base_year,bca_currency_basis,bca_price_year,bca_standing,bca_scope,cost_to_bca_currency_factor
Central Kalimantan,2046,92766.6954417819,IDN,25797.7023007031,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,13247.3642288645,12600.2892843443,647.074944520221,9401.45014368266,7219.55350241419,68.2063696848192,South-East Asia,3292278.94223584,39,2209570.17174322,39.1855983519991,37.8362,22.4398457207151,84933232042.674,2176684.47487586,2176684.47487586,515954.046014062,2579770.23007031,4127632.3681125,4127632.3681125,2176684.47487586,3195499.82089987,84.3751295950314,57529.1513121261,68182.5931269607,109092.149003137,109092.149003137,84456.1510114618,57529.1513121261,1408477985.81833,1669304678.49766,2670887485.59626,2670887485.59626,2067727869.32316,1408477985.81833,540857447.869329,641015249.950121,1025624399.92019,1025624399.92019,794010293.061592,540857447.869329,0.537549275909063,0.537549275909063,0.219497063787175,0.811430168650788,0.537549275909063,0.358942364640953,13867.5361918605,757126321.410496,290737529.472182,1111505618.93165,426819658.099601,757126321.410496,290737529.472182,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Kalimantan,2047,93523.921418033,IDN,26380.9616682253,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,13556.2151735355,12881.4313066762,674.783866859277,9802.95076067881,7528.16173723656,68.305494115768,South-East Asia,3302909.16937677,39,2207410.75302619,39.2354855557391,37.9489,22.4760745679195,87133920190.9584,2241788.11724025,2241788.11724025,527619.233364506,2638096.16682253,4220953.86691605,4220953.86691605,2241788.11724025,3277058.4566111,84.9774979939561,59073.8629377992,69517.0654965632,111227.304794501,111227.304794501,86354.5045208452,59073.8629377992,1512722454.43055,1780144732.59514,2848231572.15223,2848231572.15223,2211306177.27593,1512722454.43055,579098169.622334,681472370.089693,1090355792.14351,1090355792.14351,846528955.780661,579098169.622334,0.521892500882585,0.521892500882585,0.204205849187784,0.803396206584938,0.521892500882585,0.341849871086622,13768.0260607177,789478504.884003,302226992.000728,1154064111.07565,441797113.801893,789478504.884003,302226992.000728,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Kalimantan,2048,94287.3283968127,IDN,26977.4079268062,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,13854.6886051644,13155.6859532128,699.00265195168,10155.9821133931,7799.55231470671,68.3995540039201,South-East Asia,3312608.66506863,39,2203806.4732363,39.2656616129171,38.0645,22.5131104825524,89365595259.4291,2308838.97992896,2308838.97992896,539548.158536123,2697740.79268061,4316385.26828898,4316385.26828898,2308838.97992896,3360698.71067061,85.584166803319,60655.9650048985,70872.8813640167,113396.610182427,113396.610182427,88289.5798098126,60655.9650048985,1613884569.89975,1885727968.36198,3017164749.37916,3017164749.37916,2349137311.16935,1613884569.89975,616020895.660345,719783715.457583,1151653944.73213,1151653944.73213,896667393.347447,616020895.660345,0.506691748429694,0.506691748429694,0.189979893685212,0.795441788697959,0.506691748429694,0.325571305796783,13669.2299905345,817741994.486211,312132704.691366,1190288491.49783,454333969.295114,817741994.486211,312132704.691366,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Kalimantan,2049,95056.9668317421,IDN,27587.3392184138,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,14151.1413548323,13430.5535382162,720.587816616123,10469.782664371,8041.42010789333,68.4885318431452,South-East Asia,3321352.51008664,39,2200153.98806922,39.293285992313,38.1755,22.5485537494453,91627278359.6903,2377895.30341599,2377895.30341599,551746.784368275,2758733.92184138,4413974.2749462,4413974.2749462,2377895.30341599,3446473.71215429,86.1951667244812,62288.5175941636,72264.5131521886,115623.221043502,115623.221043502,90279.7268445546,62288.5175941636,1713482384.83026,1987910053.36451,3180656085.38322,3180656085.38322,2483486967.26613,1713482384.83026,652147241.696745,756593747.049998,1210549995.28,1210549995.28,945209119.061271,652147241.696745,0.491933736339509,0.491933736339509,0.17674498623913,0.787566127423721,0.491933736339509,0.31006791028265,13571.1428573798,842919791.721484,320813229.251385,1221711022.9577,464980253.561987,842919791.721484,320813229.251385,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Kalimantan,2050,95832.8875882792,IDN,28211.0604256979,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,14437.6936490838,13698.1976883171,739.495960766672,10746.9212647176,8255.07580173848,68.5706132823697,South-East Asia,3329097.66731994,39,2197374.3151714,39.329749443966,38.286,22.5837220449451,93917375455.813,2449017.07012146,2449017.07012146,564221.208513959,2821106.04256979,4513769.66811167,4513769.66811167,2449017.07012146,3534437.94614971,86.8105286779866,63966.3864107367,73685.0557010341,117896.089121655,117896.089121655,92316.7201104766,63966.3864107367,1811038231.20345,2086196523.37481,3337914437.3997,3337914437.3997,2613702584.75816,1811038231.20345,687441718.344687,791887492.005343,1267019987.20855,1267019987.20855,992120522.444261,687441718.344687,0.477605569261659,0.477605569261659,0.164432085704981,0.779768442993784,0.477605569261659,0.295302771697762,13473.7595740905,864961945.368553,328325993.224228,1248318910.87409,473842286.898166,864961945.368553,328325993.224228,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2025,74136.3707949527,IDN,13851.4910785419,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,3216.06870212513,3216.06870212513,0,0,0,,South-East Asia,1515067.69053787,36,1067673.40657611,35.9049378373077,38.4324,22.630139499715,20985946598.8723,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,24925.9434676518,36041.1816033917,57665.8905654267,57665.8905654267,41229.8774910341,24925.9434676518,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13851.4910785419,0,0,0,0,0,0,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2026,75186.4097436074,IDN,14370.1004216288,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,3352.63283765705,3350.09967581518,2.53316184186469,45.1508722099856,32.9024261176882,61.8336959068638,South-East Asia,1529671.85986321,36,1088309.21296351,36.0063119700778,38.5118,22.655230107796,21981538238.374,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26100.3418867765,37313.499814677,59701.5997034832,59701.5997034832,42879.5342410139,26100.3418867765,2546261.19330088,3640179.00518337,5824286.40829339,5824286.40829338,4183182.52298552,2546261.19330088,1178453.20116678,1684737.0618398,2695579.29894368,2695579.29894368,1936048.37093972,1178453.20116678,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,2472098.24592319,1144129.32152114,4061342.25532574,1879658.61256283,2472098.24592319,1144129.32152114,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2027,76251.3210387483,IDN,14908.1268548478,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,3495.75797681371,3484.42312114446,11.3348556692444,192.545267431404,143.093976020024,62.7640002641685,South-East Asia,1543944.56983578,36,1108725.29739693,36.1120502462895,38.5981,22.6824344315108,23017321503.9653,1054704.78399696,1054704.78399696,298162.537096956,1490812.68548478,2385300.29677565,2385300.29677565,1054704.78399696,1720989.43282997,70.7469687014363,27325.3031625121,38623.9914784609,61798.3863655374,61798.3863655374,44587.4131843269,27325.3031625121,11954926.5002671,16898146.6198486,27037034.5917578,27037034.5917578,19507166.8294224,11954926.5002671,5261357.80507009,7436866.76848851,11898986.8295816,11898986.8295816,8585095.39565072,5261357.80507009,0.942595909133754,0.942595909133754,0.865523622080964,0.980296049406921,0.942595909133754,0.90702947845805,14052.3393862266,11268664.8131465,4959334.34354801,18387375.6522033,8092275.7994634,11268664.8131465,4959334.34354801,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2028,77331.3153265521,IDN,15466.2973673947,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,3646.20489819445,3622.20452258223,24.0003756122259,408.685721408916,304.314089095453,62.6905607653558,South-East Asia,1557855.94331918,36,1120620.31121649,36.2628573668333,38.6819,22.7087843541359,24094263274.9376,1106679.37998977,1106679.37998977,309325.947347894,1546629.73673947,2474607.57878315,2474607.57878315,1106679.37998977,1793546.04425229,71.5542546287015,28609.7471941599,39983.2928770166,63973.2686032266,63973.2686032266,46366.5446695298,28609.7471941599,26560720.8020598,37119694.6147852,59391511.3836564,59391511.3836564,43045778.7398767,26560720.8020598,11692395.1713719,16340600.8937475,26144961.429996,26144961.429996,18949344.7575055,11692395.1713719,0.91514165935316,0.91514165935316,0.805227109600435,0.970590147927644,0.91514165935316,0.863837598531476,14153.853036847,24306822.108413,10700197.9189422,39392985.3841597,17341334.8050387,24306822.108413,10700197.9189422,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2029,78426.6062367069,IDN,16045.3661674401,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,3804.58263415005,3764.63582944886,39.9468047011877,682.07640990609,508.152424598737,62.6560866654482,South-East Asia,1571428.89356219,36,1131744.72958102,36.420708253262,38.7616,22.7337845950248,25214152003.3005,1161215.22219063,1161215.22219063,320907.323348801,1604536.61674401,2567258.58679041,2567258.58679041,1161215.22219063,1869161.62963497,72.3707524074468,29957.8764083688,41395.0047661605,66232.0076258568,66232.0076258568,48221.9936647343,29957.8764083688,46386837.6968953,64096110.8649773,102553777.383964,102553777.383964,74667034.5739817,46386837.6968953,20433560.7890306,28234556.2389482,45175289.9823172,45175289.9823172,32891084.3173562,20433560.7890306,0.888487047915689,0.888487047915689,0.749131140380151,0.960980344482816,0.888487047915689,0.822702474791882,14256.1000188351,41214104.4874587,18154954.1038515,66340693.1252556,29223302.4078738,41214104.4874587,18154954.1038515,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2030,79537.4104246691,IDN,16646.1157012267,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,3965.00659171166,3906.20287339007,58.8037183215872,1004.30620005782,748.595773706211,62.6991545920169,South-East Asia,1584650.12729361,37,1142082.97866891,36.584170332196,37.9169,22.4658000273643,26378269364.8931,1218438.52576316,1218438.52576316,332922.314024535,1664611.57012267,2663378.51219628,2663378.51219628,1218438.52576316,1947965.1547815,73.1965671531029,32134.444687281,43901.5734441021,70242.5175105633,70242.5175105633,51374.5890297333,32134.444687281,71648715.861147,97885349.8843487,156616559.814958,156616559.814958,114547594.262038,71648715.861147,32272822.0348513,44090622.4022053,70544995.8435286,70544995.8435286,51595818.2879835,32272822.0348513,0.862608784384164,0.862608784384164,0.696943084499154,0.951465687606749,0.862608784384164,0.783526166468459,14359.0856297533,61804811.6916704,27838819.7841295,98809761.0405071,44507006.0927037,61804811.6916704,27838819.7841295,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2031,80420.1567986293,IDN,17161.0734660986,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,4129.60813759941,4048.84398883342,80.764148765991,1378.74984236089,1028.06798610243,62.7902842848177,South-East Asia,1597577.74585257,37,1151700.3604872,36.7513696270402,38.0144,22.4970749873771,27416149064.3801,1268394.06335233,1268394.06335233,343221.469321971,1716107.34660986,2745771.75457577,2745771.75457577,1268394.06335233,2016045.54978275,73.9111143517929,33366.1471272025,45143.6125944341,72229.7801510945,72229.7801510946,53033.733263783,33366.1471272025,102440766.826487,138599949.040008,221759918.464014,221759918.464014,162824202.701668,102440766.826487,46003570.0918206,62241748.7481769,99586797.997083,99586797.997083,73120251.37725,46003570.0918206,0.837484256683654,0.837484256683654,0.648390698035471,0.942045235254207,0.837484256683654,0.746215396636627,14372.1288556491,85792529.4597842,38527265.7031428,136362706.369715,61237059.3731982,85792529.4597842,38527265.7031428,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2032,81312.7003379309,IDN,17691.9617642167,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,4298.43819798357,4191.56920196492,106.868996018655,1817.56329468116,1356.30810331358,62.9726501231477,South-East Asia,1610212.24085685,37,1158378.07875449,36.9675495062091,38.116,22.5295693425052,28487813397.5132,1320397.75986215,1320397.75986215,353839.235284335,1769196.17642167,2830713.88227468,2830713.88227468,1320397.75986215,2086505.32008861,74.632636982788,34641.5615453393,46416.102855013,74265.7645680207,74265.7645680207,54740.9308450155,34641.5615453393,141109582.941749,189072219.134227,302515550.614763,302515550.614763,222982728.745451,141109582.941749,62963230.7352471,84364204.8314169,134982727.730267,134982727.730267,99495106.6205799,62963230.7352471,0.813091511343354,0.813091511343354,0.603220702879986,0.932718054707135,0.813091511343354,0.710681330130121,14385.1839294958,114735004.059137,51194868.4375823,181305363.919104,80898626.6133954,114735004.059137,51194868.4375823,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2033,82215.1497764654,IDN,18239.2734163655,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,4468.83027986546,4332.44465441685,136.385625448616,2309.44927685909,1724.74582388128,63.1767086297184,South-East Asia,1622549.59366814,37,1162378.77756046,37.136167991558,38.2239,22.5639719199232,29594125670.526,1374533.58906546,1374533.58906546,364785.468327311,1823927.34163655,2918283.74661849,2918283.74661849,1374533.58906546,2159427.6236602,75.3612031404788,35960.0561184353,47716.9347355072,76347.0955768116,76347.0955768116,56494.1731131621,35960.0561184353,187466623.244823,248757471.261933,398011954.019093,398011954.019093,294514887.063915,187466623.244823,83047925.5985327,110199840.41885,176319744.670159,176319744.670159,130470427.242945,83047925.5985327,0.789409234313936,0.789409234313936,0.561197465487265,0.923483222482312,0.789409234313936,0.676839362028687,14398.2508620556,147987883.515115,65558799.3580984,232492771.49118,102994560.070465,147987883.515115,65558799.3580984,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2034,83127.6150549084,IDN,18803.5164890413,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,4643.02757087364,4473.76385835634,169.263712517293,2853.98160083602,2132.92567381584,63.390001504816,South-East Asia,1634547.74075304,37,1165948.86185824,37.3023517259173,38.3332,22.5987091816078,30735245395.3751,1430888.96762928,1430888.96762928,376070.329780827,1880351.64890413,3008562.63824661,3008562.63824661,1430888.96762928,2234898.52478722,76.096881583995,37327.6681213485,49052.8223290551,78484.5157264881,78484.5157264881,58301.9034358525,37327.6681213485,242197578.860969,318275300.931528,509240481.490445,509240481.490445,378287221.404907,242197578.860969,106532478.020442,139995852.396202,223993363.833923,223993363.833923,166392559.699642,106532478.020442,0.766416732343627,0.766416732343627,0.522101767670911,0.914339824239913,0.766416732343627,0.644608916217797,14411.3296641006,185624276.972161,81648273.6928964,289925656.116499,127526041.891291,185624276.972161,81648273.6928964,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2035,84050.2073341125,IDN,19385.2147660882,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,4817.29226378766,4612.1269947832,205.165269004466,3442.56274531274,2574.81961059743,63.6211509873558,South-East Asia,1646179.38901703,37,1169098.80431394,37.4688217741474,38.4453,22.6342199410215,31911540999.6031,1489554.89627229,1489554.89627229,387704.295321765,1938521.47660882,3101634.36257412,3101634.36257412,1489554.89627229,2313007.09566271,76.8397417436956,38744.785351455,50422.8469177981,80676.555068477,80676.555068477,60163.5855530509,38744.785351455,305604930.990625,397717280.219385,636347648.351016,636347648.351016,474548722.990879,305604930.990625,133381354.626058,173583814.311819,277734102.89891,277734102.89891,207116918.249369,133381354.626058,0.744093914896725,0.744093914896725,0.485729663031194,0.905286954692983,0.744093914896725,0.613913253540759,14424.4203464124,227398769.512558,99248254.3379317,353108817.099525,154114438.541518,227398769.512558,99248254.3379317,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2036,84847.8568068913,IDN,19931.358148438,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,4999.38606913987,4755.43223338307,243.953835756796,4072.99150370089,3048.96363170736,63.8501110390257,South-East Asia,1657455.77001785,38,1171796.49534244,37.6372576392486,37.6267,22.3721777431964,33035344567.4208,1545627.66981622,1545627.66981622,398627.162968759,1993135.8148438,3189017.30375008,3189017.30375008,1545627.66981622,2386910.1925988,77.5475338060366,41077.9491641897,52971.3159762562,84754.1055620098,84754.1055620098,63436.6073187071,41077.9491641897,377061798.703505,486233127.215391,777973003.544626,777973003.544626,582295897.091469,377061798.703505,167310137.935202,215751719.911147,345202751.857835,345202751.857835,258376762.632704,167310137.935202,0.722421276598762,0.722421276598762,0.4518914130494,0.896323717517805,0.722421276598762,0.584679289086437,14398.8371979417,272397465.976011,120868403.435063,420662945.33504,186656870.704573,272397465.976011,120868403.435063,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2037,85653.076096588,IDN,20492.8881332929,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,5184.51770770654,4898.96315908186,285.554548624688,4742.38095395578,3553.21680058361,64.0861918876268,South-East Asia,1668382.60444496,38,1174867.19446772,37.7901086250526,37.7369,22.407824303554,34189978076.4224,1603811.24568154,1603811.24568154,409857.762665859,2049288.81332929,3278862.10132687,3278862.10132687,1603811.24568154,2463174.57400607,78.2618455363534,42499.81439073,54304.6411689697,86887.4258703516,86887.4258703516,65272.3083773726,42499.81439073,457975596.339791,585183742.091869,936293987.346991,936293987.346991,703370703.664112,457975596.339791,201550310.313254,257533295.991125,412053273.5858,412053273.5858,309546152.06958,201550310.313254,0.701379880192973,0.701379880192973,0.420410497298925,0.887449225265154,0.701379880192973,0.556837418177559,14373.299423737,321214868.892108,141363332.500366,493330059.867182,217109443.052758,321214868.892108,141363332.500366,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2038,86465.9370419363,IDN,21070.2382103635,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,5371.05930042781,5041.30359400421,329.755706423597,5447.0825750942,4084.79710516644,64.3275528736425,South-East Asia,1678900.31670119,38,1176584.28193909,37.8909715810445,37.8496,22.4441596454891,35374829604.3488,1664185.08286697,1664185.08286697,421404.764207271,2107023.82103635,3371238.11365817,3371238.11365817,1664185.08286697,2541875.68549623,78.9827369891065,43968.3664521413,55668.3246596095,89069.3194553752,89069.3194553752,67157.2668006063,43968.3664521413,548774527.620409,694803128.55719,1111685005.6915,1111685005.6915,838198012.311774,548774527.620409,239499322.756815,303229961.238046,485167937.980873,485167937.980873,365811177.780535,239499322.756815,0.680951339993178,0.680951339993178,0.391122692609802,0.878662599272429,0.680951339993178,0.530321350645295,14347.8069433225,373688749.93724,163087384.758712,570772059.66332,249099611.694138,373688749.93724,163087384.758712,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2039,87286.5121634309,IDN,21663.8540821491,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,5559.25934408607,5182.61266918738,376.646674898686,6185.69542043119,4643.04183196595,64.5743908455894,South-East Asia,1688996.61029181,38,1178264.37906245,37.9919424619936,37.9582,22.4790587840769,36590176110.6063,1726831.63152408,1726831.63152408,433277.081642983,2166385.40821491,3466216.65314386,3466216.65314386,1726831.63152408,2623091.38325045,79.7102687719348,45492.979949631,57072.922536235,91316.6760579759,91316.6760579759,69104.7358212573,45492.979949631,650405392.123419,815961860.553179,1305538976.88509,1305538976.88509,987978647.456675,650405392.123419,281405717.7362,353035715.563013,564857144.90082,564857144.90082,427460847.899658,281405717.7362,0.661117805818619,0.661117805818619,0.363875216383025,0.869962969576663,0.661117805818619,0.505067952995519,14322.3596763652,429994585.733233,186042330.65457,653170275.602204,282601977.836788,429994585.733233,186042330.65457,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2040,88114.8746697968,IDN,22274.1940080113,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,5742.39953126065,5316.72058213996,425.678949120682,6951.66457169062,5222.26965107329,64.8225304660555,South-East Asia,1698588.46970509,38,1179628.0089407,38.0867164664544,38.0715,22.5153490807406,37834689113.9822,1791836.44555628,1791836.44555628,445483.880160226,2227419.40080113,3563871.0412818,3563871.0412818,1791836.44555628,2706902.01103974,80.4445020507507,47065.034095223,58506.2159568477,93609.9455309563,93609.9455309563,71100.4822778124,47065.034095223,762747055.140536,948165549.784042,1517064879.65447,1517064879.65447,1152271203.43205,762747055.140536,327180330.085173,406715588.690899,650744941.905438,650744941.905438,494266703.680785,327180330.085173,0.641861947396717,0.641861947396717,0.338525929585695,0.861349474828379,0.641861947396717,0.48101709809097,14296.9575426744,489578310.183616,210004603.81837,739599038.564057,317250988.957905,489578310.183616,210004603.81837,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2041,88881.5613597912,IDN,22835.7817990268,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,5927.94758927164,5456.95556702866,470.992022242978,7659.55589014929,5757.45353558407,65.032131607126,South-East Asia,1707705.74113419,38,1180782.05382597,38.1777537263388,38.185,22.5515817833623,38996795681.4858,1851987.16253594,1851987.16253594,456715.635980536,2283578.17990268,3653725.08784429,3653725.08784429,1851987.16253594,2784176.15160109,81.1002302804833,48500.3839867996,59803.016365135,95684.826184216,95684.826184216,72912.8231400049,48500.3839867996,872271178.850838,1075547104.9023,1720875367.84368,1720875367.84368,1311324755.92327,872271178.850838,371491401.840593,458064546.248264,732903273.997223,732903273.997223,558479843.949438,371491401.840593,0.623166939220114,0.623166939220114,0.31494259526933,0.852821262206316,0.623166939220114,0.4581115219914,14230.5042483979,543570560.694397,231501159.831592,817174234.472266,348026174.970098,543570560.694397,231501159.831592,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2042,89654.918983414,IDN,23411.5286140188,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,6112.2459461236,5606.75828130966,505.487664813937,8208.15944100784,6169.27543539067,65.183096490768,South-East Asia,1716298.5223176,38,1181715.99801628,38.264947124506,38.3005,22.5883283694298,40181171965.4368,1914157.09771051,1914157.09771051,468230.572280377,2341152.86140188,3745844.57824301,3745844.57824301,1914157.09771051,2863656.24301516,81.7613035555615,49977.3396616365,61125.9085756552,97801.4537210484,97801.4537210484,74768.1164218525,49977.3396616365,967582801.408708,1183423892.88251,1893478228.61201,1893478228.61201,1447542907.11159,967582801.408708,410221972.380117,501731203.565446,802769925.704714,802769925.704714,613708620.694401,410221972.380117,0.605016445844771,0.605016445844771,0.293002188743336,0.844377487332986,0.605016445844771,0.436296687610857,14164.3598338468,585403507.568823,248191039.73685,875787264.86846,371303808.476823,585403507.568823,248191039.73685,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Central Papua,2043,90435.0055843959,IDN,24001.7914371726,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,6292.76167949105,5758.15337576088,534.60830373017,8665.5809506076,6512.4591047941,65.3443141700294,South-East Asia,1724366.91614687,38,1180711.11330287,38.3099872777929,38.419,22.6258992539109,41387895082.5178,1978414.03484589,1978414.03484589,480035.828743452,2400179.14371726,3840286.62994762,3840286.62994762,1978414.03484589,2945405.25873116,82.4277654451172,51495.7191713966,62473.7537082501,99958.0059332001,99958.0059332001,76665.32858042,51495.7191713966,1057676571.24492,1283155700.67122,2053049121.07394,2053049121.07394,1574638109.16819,1057676571.24492,446240323.089493,541371370.047163,866194192.07546,866194192.07546,664349610.91856,446240323.089493,0.587394607616282,0.587394607616282,0.27259025580509,0.836017314191075,0.587394607616282,0.415520654867483,14098.5228633258,621273514.551345,262119159.483716,924933934.272491,390235379.025537,621273514.551345,262119159.483716,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
